content,creationTime,nickname,referenceName,content_type
还没使用，不评价产品，但师傅一直强调要装个支撑架，说多危险，最后买了，，，事后京东上查一个架子才*块，美的的安装人员也太黑了吧，,2018-08-30 20:11:41,j***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器配件太少了还要自己去买水管喷头,2018-08-30 17:59:26,1***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾的不要不要的,2018-08-30 14:26:47,無***极,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
连冷热水开关都没，花洒没，膨胀钉都得自己买！你们店怎么不卖热得快算了,2018-08-30 12:13:27,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
我这电热水器安装为什么收了*元呢？不是限价*元吗？乱收费，希望能有个合理解释。,2018-08-30 11:05:55,京***子,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾售后，收了*块钱装了两根十几公分的塑料管也不试机直接走人。安装错误导致热水器故障后售后安装师傅从未再出现，只有京东美女在打电话沟通，然许出的维修承诺一直得不到实施。,2018-08-29 23:24:31,漠***影,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
送货确实很快，这个必须为京东物流点赞！不过送过来就只有一个筒子！其它任何配件都没有，让人无语！本来给家里老人买的，结果让老人家四处买配件安装，安装结束后才告诉老人管子按米收费！总共就*块的热水器，买配件+安装费又花*！坑就一个字啊！上面一星是给京东的！,2018-08-29 20:06:16,j***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
找的安装服务商家太坑人,2018-08-29 18:31:49,面***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装不满意，说好200以内安装好，管子也就用了5米左又，打个水管孔也要单独收费，一共加起来用了440，还没有安好（电原插座大小不和，喊我自己改个空调插座），这次购物一点都满意。,2018-08-29 13:55:56,j***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
在京东买过这么多电器，第一次买到这样的产品，差评！,2018-08-29 11:20:43,温***宁,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
机器用着不错     物流极差  极差   货物还没收到已经显示安装完成    真是醉了,2018-08-28 13:07:06,q***D,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
下次再也不会再京东上买美的牌热水器了，给我感觉太差了，希望你们美的热水器公司好好改善一下,2018-08-27 23:28:16,喜***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西不错，安装乱收费，没有经过我允许用了自己的角阀！我家里有角阀你们不用！就为了多收费 什么东西？有良心吗？对你们美的商家感到失望 ！,2018-08-27 22:24:11,k***b,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
什么配件都没，早知道去店里买算了,2018-08-27 20:43:54,j***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
特别垃圾，售后没保障，申请退款直接显示收货了,2018-08-27 19:07:59,w***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
说是免费上门安装，实际上师傅乱收费，高于物品实际价格，太次了。,2018-08-27 06:53:26,一***了,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
"安装部门垃圾！！！预约的上午安装，结果不能来，也不提前一天告知。
提前两天预约的上门安装服务，被告知不提供拆吊顶服务，我自己找到其他师傅来，结果上午来了拆了说要等安装师傅一起才能拆除，安装师傅又不按照指定时间过来，白白浪费了一上午。
你们这个流程很差，第一次碰到这种服务，以后不来京东买了！！！服务太差
九点半还给我发短信说安装人员已经到达指定位置，搞笑？？？",2018-08-26 10:41:43,J***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
超垃圾，什么东西都没有，其他的还要自己买，安装师傅连热水阀都不给安，安装成这样收费100，京东自营最差的一次。,2018-08-24 14:25:40,C***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾京东，垃圾美都，联合起来欺负我们小客户，第一次听说安装热水器到淋浴头需要另外加钱，千万别买了  垃圾垃圾太垃圾,2018-08-23 18:02:57,x***x,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
美的安装。,2018-08-23 16:24:48,k***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
家里换新热水器，售后安装的，非要买架子，要不不给安，关键以前就是那么安的，还要安各种阀门，变着法的要钱！早起9电就说给安装，等了一上午也没来，找客服找不到人，结果第二天才给安的，差评！,2018-08-23 14:35:52,阿***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一星都不能给，安装约了好几天了，打一次电话就推迟一天，电话费都够我请师傅安装了，差评差评，如果不想自己安装的就不要买了，这么大的公司售后服务真垃圾。,2018-08-23 09:39:10,詹***才,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
三个热水器，配件费要了*块，我说自己买，也行，另收配件安装费每机80，没办法，短时间内附近不好买。等于每机安装费*块，商家对此是默许的，他们怎么可能不知道这些事情，大家要买的要有心理准备,2018-08-23 00:11:04,g***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
非常不好的一次购物，#的安装师傅，欺骗老实人,2018-08-22 20:43:50,幻***風,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
客服说好，我买配件师傅免费上门安装。不跟他买配件挂上机就闪人。害我自己接管现在泄压阀漏水。后面打电话师傅就不接。。美的售后真是垃圾,2018-08-22 14:40:36,j***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
搞不懂为什么**费，不是包安装吗？热水器以下的东西都是我买好的，说我接头不行，不能理解,2018-08-22 12:09:03,1***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装乱收费，限价*最后收了*元，说的超出部分按*元算没有约束力，安装工根本不会告诉消费者，各位一定要保护自己的合理权益！,2018-08-21 14:31:22,l***k,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
商品还没试不知道，我就对材料费很不满意。,2018-08-20 22:23:25,申紫萱,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
"送货挺快，美的售后打电话约的到货后第二天来安装，结果第二天等一天，也没人给我打电话，晚上十点钟莫名其妙的收到了一条，安装已经完成的短信。
等到第二天给售后打电话，问怎么没过去安装，却收到了安装完成的短信。  售后回答说：京东的要求严，所以提前先把确认安装完成了。   我就告诉她说，我就是看中京东的服务速度所以才买的，结果还给弄的这样。售后说，马上联系工人过来安装。    
然后来了两个工人，也没提前打电活就过来了，一个是大人，一个是小孩，大人穿着工作服，当时就纳闷怎么美的京东，还雇佣童工来干活。 大工人踩着马桶就上去打眼，也不问问我有没有凳子梯子，过两天感觉马桶有点松动，我又单独让马桶的安装工过来收拾一下。   
按完后，感觉弯管接头的做工不太好，毛边太多，问安装工管子怎么这样，他说，这就是原厂的，就是这样，你要是感觉不行，我可以给你拆掉，最后让工人拆了。


以上就是这次购物的整个流程。


另外别联系我删评论，我就是把我这次的购物过程说出来，有什么说什么。",2018-08-20 11:18:56,小***r,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
说是晒安装图送199工具箱，懒得晒图了。因为这个热水器一点都不好。出水非常不稳定，一会热一会凉的。洗个澡要调好几次水，闹心。安装费超贵，就两根管两个活接，花了118。不爱来京东买东西了。,2018-08-18 23:42:54,a***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
才买了2天就降价*块,2018-08-18 09:24:43,Z***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
严重不推荐购买！坐标沈阳，安装等待了半天。安装师傅进门直接打孔，打完发现安装位置偏了，又问我们安装位置行不行，不行怎么办孔都打了！自己打孔选择安的位置居然不会接线研究半天最后没有一根管是走直的，混水阀还没办法安装到墙上，也是醉了！安装乱收费，美的明明承诺安装*元封顶，结果安装成这样价格居然能达到*，安装师傅一再强调混水阀单独计费，但商品详情特殊材料这项并没有标注混水阀！安全问题无保障，进水后机器有响动，考虑墙体是空心砖跟安装师傅确认安全问题答复是应该没事有事再说，请问真落下来砸到人赔钱有意义么！最后将上诉问题反馈给美的客服，居然又把售后分配给之前安装的公司，我想知道美的没有自己的售后团队么，还是压根不管消费者的问题！,2018-08-17 20:35:20,宫***蛋,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
用了十年的帅康热水器终于还是漏水了。由于我的热水器原来是采用半封闭式安装，考虑到更换的热水器尺寸合适问题，精挑细选，最终选择了这款(其实我原本想换史密斯，只是尺寸不合适而作罢)。我的吊顶开孔尺寸是宽度400mm/长度为800mm，而这款热水器的尺寸是宽385毫米，长度最大723毫米。并且我的热水器挂钩的尺寸间隔为310mm。满心欢喜等到安装师傅安装时，却十分肯定的告诉我说装不了，安装就需要拆吊顶。关键是尺寸他都不量就言之凿凿的下定论。(我买个热水器才花900块，拆吊顶再封吊顶起码还得再支出2000块。)还好，我没有听他的专业判断，而是去***的专业，自己找了两个安装师傅，结果如我所料，吊顶不用改动分毫，甚至都不用再重新打眼。所谓有图有真相嘛。各位自己判断。至于为什么差评，原因有二，第一点已经说了，至于第二点，是我联系完京东客服投诉后，美的安装的人员还是确认不能安装&hellip;&hellip;我也真是无语了，还是用图片狂扇他们专业的脸吧。要个说法也不给。呵呵。至于热水器本身，确实需要点赞，好用！只是美的安装售后实在是让人不得不给差评，真的，专业，不是说说而已！！！,2018-08-17 16:36:33,sollid327,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
严重坑人,2018-08-17 16:09:26,j***a,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东太**了吧，刚买完就降价，给差评,2018-08-16 21:49:29,s***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东美的，所谓的包安装就是把产品挂在墙上完事，既不通电，也不通水！何谓安？何谓装？京东美的，能告诉我吗？！送大伙一句话，买热水器，如果你爱折腾，请上京东买美的！,2018-08-16 19:56:12,jd_188505vcb,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
说真的，用过之后，不怎么好用，,2018-08-15 23:30:49,j***b,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
样子还可以，昨天安装好了还没有用，说什么安装费二百封顶都是骗人的，过来安装算了一下就要*，然后问不是二百封顶么，又给扣了一些，还是要了*块走。过来都是这个要收费那个要收费的，按热水器调节冷热水的能不要么，要个这个还要单另收*，真是太坑了。,2018-08-15 13:36:59,铭***梓,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
一直在京东购物，但这次不知说什么了，11日晚上下的单，14日发现该商品已降价100元，**呀,2018-08-15 07:28:37,p***K,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后安装服务太差，在没有任何通知的情况直接取消了售后安装服务。京东让联系美的，美的让联系京东。购买页面明确显示京东安装，说不用客服去预约了，自己找人安装，还不得行，非要给你预约，人家说那是程序，不管你接不接受，人家就是要按程序办。真是一次**的购物,2018-08-14 13:02:40,j***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差劲，连花洒都没有，,2018-08-14 09:18:30,j***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后服务太差了，安装上门说：要么你们退货换品牌 要么你们出去花钱找人来安装，我回复：那你们派来的人是干嘛来了？想要钱我给，来句给钱也不安，这是啥情况，这款造型的售后我也是恶心了，打电话给京东客服，两个人问了两次事情经过就此石沉大海，就这样的服务还不如**，最起码**店家哪里不好平台会出面解决问题，如此的客服我就想问一句还有信誉吗？没有顾客你们的店家再多有用吗？,2018-08-13 11:08:34,j***9,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东的服务就是垃圾，一副高高在上的态度。一生黑,2018-08-12 20:33:28,m***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
售后服务安装服务极差，购买了三天还没有安装完毕。,2018-08-12 01:02:49,点***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾垃圾！太垃圾了，这是给售后安装的！热水器还没用，不做评价！售后安装人员过来过来，拿个小册子，这30那50，加起来小三百了！还有的京东上面根本没有的费用，他说他的手册上有收费标准，按他的册子来&hellip;&hellip;太搞笑了！真的是最后一次买美的产品了,2018-08-11 14:21:02,j***8,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评，售后服务一点都不好，工人跑来安装看着不是很好安装就直接来句无法安装，还说热水器拿不上去，人家怎么拿上去的？我之前上面有一个热水器坏了，在58同城上叫了别人来安装，只收了*块钱，服务非常好一会就安装好了,2018-08-10 16:38:58,j***u,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
"美的的热水器还可以！
就是安装太坑了
美的公司不给安装费安装师傅狠宰购买者
其实什么不能用混水阀不能用别的什么跟安全都不搭边，只跟?包搭边。这样做师傅可以多卖配件钱，因为公司不给钱
**安排的师傅安装要收配件费要3百多，真**黑
热水器想要安全只跟一个有关，用的时候断电就安全了，其它的那就是坑。
因为热水器漏电就是水中带电，你用什么都没有用
所以奉劝买的人考虑考虑！",2018-08-10 06:30:01,j***m,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
先不说东西怎么样，安装费也忒贵了，配件啥都没有，最基本的花洒都没有。第一次感觉美的好坑！,2018-08-09 08:42:02,J***仙,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
用起来特别好用,2018-08-08 20:36:10,jvTCgNKMNtbu,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
什么配件都没有  买个热水器1000块钱  安装一下500多,2018-08-08 14:10:45,j***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
服务体验非常差，一个县城收费居然如此贵，同样材质建材市场用不到二十分之一的价格，说是免安装，就是扯淡，不用他材料，还威胁说出了问题不保修，还煞有其事的说影响整机保修，这霸王条款真是#到家了。,2018-08-08 12:55:01,B***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
服务态度不好、线都没装好、线路老是烧掉、,2018-08-07 23:22:02,忠***6,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器是6.18买的因为家里装修一直没有安装前两天安装了，今天说用吧把热水打开，水就止不住的流差点给我家淹了，安装也太不靠谱了！没用就坏了就这还和我要了200的安装费，还能靠谱吗？,2018-08-07 20:44:02,j***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
等了差不多一个星期才送货，装好后一直用太阳能，在下雨天想用时发现遥控器不能用，打过电话后来人了，说看下仓库有没有货，有的话第二天拿过来，没有的话过几天拿来，到现在30天了，还是没有拿来，这就是京东和美的的态度,2018-08-07 09:27:21,我***狂,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
送货当天就便宜*。京东现在真的不可信！！！安装师父过来看了说没法安装转身就走，又拨打400电话。现在为什么服务都越来越差！！！,2018-08-07 06:31:07,v***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装费要360多,2018-08-06 17:29:38,b***k,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
说好免安装费，结果收了我190、这样的花洒卖了120，真的是良心的卖家,2018-08-06 14:12:34,_***哥,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器是给老家父母买的，明码标价安装费封顶*元，怎么在我这里就变成*了？你究竟多安装了个什么？我不在家，忽悠老年人嘛！,2018-08-06 12:31:50,j***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
出水特别小，用的还是自家买的大花洒！水量控制开关看上去像儿童玩具！根本开不大！太差太差！！！,2018-08-05 22:38:46,阎***奶,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
质量还不知道如何，还没开始使用，首先摇控器就是坏的。质量很差，没用就是坏的，送货挺快，安装还行,2018-08-04 00:34:50,j***w,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
很渣 差评不足以表达我的气愤。居然还要买各种材料～有毒，该配套的东西不配套好，建议勿买，还需要200+的费用。,2018-08-03 20:57:05,i***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
23号下单显示28号到货  结果二号才到 商品到这以后还有掉漆的地方,2018-08-03 14:28:30,我***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
买了不到一周降价，安装收费*，装完水很小，说水压低，我自来水为何水压就很高？,2018-08-02 11:30:47,jd158146lzq,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
垃圾京东 垃圾客服 垃圾京东后期安装 安装人员牛的*，联系好的安装时间 中途换人 也不给你说 让你在那凉着 给他打电话 还牛的很 最后我让他们回去 自己找人安装的 不在相信京东 让人失望,2018-08-02 09:53:55,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
这个只有主机，安装配件是个坑，果断放弃美的！,2018-08-02 09:13:57,小***咪,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
免费安装，材料费收取了我*元，钱多不介意的可以购买。,2018-08-01 10:29:12,j***n,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
买完第二天就降价*，第三天申请保价，京东客服说厂家不给退钱，美的客服让自己申请保价，发现客户端没有这选项，热水器不到*，安装材料费要*，这是我最差的一次购物体验，以下为截图,2018-07-31 21:20:09,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器网页描述尺寸与实物不符，申请售后一个多周没人搭理，垃圾！,2018-07-31 18:32:50,1***7,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
配件不齐全，没有一套配送，还要自己掏钱买配件安装,2018-07-30 15:37:00,n***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器还行，就是安装费太贵了！*块钱的物料，要了*块钱，免费安装纯粹扯淡！这恐怕也是热水器销售的潜规则吧。免费安装，高价安装部件，而且，安装的部件也不是什么好货。由于当时没试水，等加水居然接头还漏水！注意图片上不锈钢阀门以前的部分是售后安装的。,2018-07-27 22:44:09,j***s,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
已经安完了客服联系不上，说晒图给*元的工具，保价也不返钱，什么客服都是机器人，客服卖完东西就不在回信了，差评差评差评，重要的事情说三遍，什么客服再不回就去投诉你,2018-07-27 12:29:54,好***更,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
定货和到达太悬殊、不好服务不好,2018-07-26 21:55:33,j***p,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器收到了，装上了之后插上电源没电的，插座检查过都有电的！差评！！！！,2018-07-26 20:47:06,辉***3,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
这款热水器有问题，我旧的热水器出水水压有点大，换上了美的的这款，出水太小了，水压降到2/3掉，没有办法洗澡，我住3层，储水池在9楼楼顶，这样的水压是很大的，估计是设备有问题，打了美的服务热线，服务人员来了也没有办法处理，垃圾，以后还是少网购了,2018-07-25 16:55:24,刘***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
差评。少个遥控器没人补发。,2018-07-24 12:52:21,j***c,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
不怎么满意，这是我在网上买的电器最闹心的一次！,2018-07-23 19:32:41,丶***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
遥控器不管用。,2018-07-23 16:02:27,jd_盈是我的美,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
安装完效果图！ 这个怎么用  自己有管 刚拆下来的  也不知道他这是什么管  就让看个图片  就告诉124  也没有收费标准     什么呀这都   明摆着的乱收费啊 从来就没遇到过这么差的,2018-07-22 19:37:22,j***e,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
想当的不满意。咋的安装材料200？买你家东西为什么不提前告诉下我自己买。热水器1000多安装200我就呵呵了。气死我了。在问不会买你们家东西了！最后一次！,2018-07-22 09:58:52,w***0,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
不配淋浴花洒喷头可以接受，竟然连U型分水阀也没有，差评,2018-07-22 07:02:33,t***1,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
京东最差的一次购物了，买回来快一个月了，刚开始的时候不出水，安装的那个人说我家水压小。一个月都没有用过两次。我去朋友家看过，感觉并不是水压的问题，而且烧水的时候噼里啪啦的响，前天给安装的人发微信，也不回我，不知道还可以退吗,2018-07-22 01:16:41,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
最后悔的一次网购，买回来就只有一个桶，下单了六天才收到货，都不知道是什么物流？,2018-07-20 15:55:17,j***2,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
送的东西太少了，价格又贵，安装时的材料又贵，真心建议不要购买！,2018-07-19 23:26:07,j***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
这安装不敢恭维,2018-07-19 18:42:31,j***j,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
#。第一次发货竟然还是坏的。。\n没个说法。真是店大欺客吗？,2018-07-18 16:30:51,e***t,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
商品只有自身应有的遥控器，固定螺栓，水压阀。其他感觉会有赠送的淋浴喷头混水阀的都没有。第一位安装师傅跟用户的沟通很差，十米左右的管材及配件，安装费用要近*，自己准备安装材料话，每米收*元的安装费用，并且很直接的意思，就是最好用我的材料，不然只是负责帮你把机器挂在墙上的，其他一概不负责。第二位师傅人很好，安装很准时，对安装环境提出合理的安装意见，最后用了两根波纹管花费*元。对于本次的购买体验，感觉很差，需要自己二次采购的物品太多，花费的费用并不低，也怪自己没有全部的问清，京东金额最大的一次购买，很失望，自己花钱买个教训吧，希望后面的售后到位些，以弥补对此次购买的体验。,2018-07-16 10:36:55,jd_157376fgty,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
吐槽一下，上门安装说我自己买的软管不能用我擦，要用他们的硬管，#了，问有什么区别说是公司规定，真是无所不用其极，就这一点极大影响此次的购物体验。,2018-07-14 13:45:21,jd366688,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
也不知道热水器到底咋样，收到货好几天了，遥控器没纽扣电池，热水器还没用客服一直也没给解决。京东的服务还是一如既往的好的，就是这热水器挺愁人的,2018-07-13 21:12:09,出***鱼,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
此商品安装还需另外加费，什么弯头、花洒乱七八遭的。干嘛不能配套发?,2018-07-12 20:12:37,h***z,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
东西送来了没人装   还要我们自己装   还没有花洒  差评,2018-07-11 18:02:07,j***y,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
热水器，连开关，管子，蓬头都没有，那个热水器配件都自己花了*块钱，还说包安装，而且安装的时候，搞的房间里面脏死了，太扯淡了,2018-07-10 23:10:46,j***4,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
机器还没开机，安装实在讨厌，头一次预约来安装，说非要用他们的管件，不用他们的不给安装，当然就选择没有安装过了几天再次预约安装，来了以后说必须用支架，不用支架不给安装，安装过程感觉支架就是鸡肋，没有起到什么作用，还影响美观，主要还是靠原来的挂钩主力，极度不满意，赶上618便宜点，结果安装费就花了*，就这点管件，水管都不到一米，安装两米算，一点都不值，支架也是后放上，鸡肋，,2018-07-10 20:24:05,M***i,美的（Midea）2100W速热电热水器60升 无线遥控 预约洗浴 一键保温 加长防电墙F60-15WB5(Y),neg
