	评论
128	质感很好，没想到这个价格能买到这样的好货！！！
129	因出差，刚见到货，迫不及待的打开，开机试了试，与描述相同，很满意
130	笔记本非常轻薄，清晰度满足日常需要，画质高很清晰，学生使用，感到非常满意，配置绝对杠杠的，性价比非常高了，使用无压力。
131	这样子的配置玩游戏 挺流畅的 笔记本的外观也挺好看的 键盘摸着很有质感  不错
132	性价比很高 重量也符合我的需求 电池容量没有描述得那么强大 也够用 速度很快 固态硬盘名不虚传
133	"这款笔记本整体外观时尚潮流,很轻薄小巧,方便携带出差,其次是显示屏特别清晰盈亮，机身的工艺很有质感，最重要的是价格也不贵，开机速度也很快！"
134	笔记本电脑很好，运行响应快，物流隔天就到了。电脑值得购买
135	外观简洁大方，红色的超级漂亮，已经在用了，上网流畅，很顺手呢！
136	电脑价格也是非常亲民，电脑外观确实和图上一样，我经常拿来电脑就是办公比较多的，一般工作的办公使用，看电影，听歌什么的都是不卡的。
137	很满意的，物有所值
138	收到货了，外表包装完好，店家用心了。开机测试挺快的。五星好评
139	用了几天，目前没有遇到什么问题，散热噪声有点大，画质也明显不是很好，电脑反应方面也明显不是很快，可能是我没插网线而是连WiFi的原因，办公用还是绰绰有余的，我觉得值这个价吧
140	整体不错，清晰度高。
141	电脑外观好看不卡顿，电脑散热快，风扇声音不大，开机速度快，屏幕清晰，非常不错，性能和外观设计都挺好，这个价位值了性价比高。
142	携带方便，小巧精致，上网快画面清新，非常满意!
143	"电脑拿到手整体来说很好，外观很奈斯 ！听歌声音很清晰；玩lol什么的都没问题,运行很流畅。 感觉蛮好的一款笔记本！值得推荐，办公方面没有任何问题的，可以做到运行流畅的哦"
144	电脑收到了，质量很棒，打游戏办公一点也不卡，轻而薄，满意。
145	笔记本电脑外观漂亮，运行速度快内存够大，这价格买到太满意了。
146	屏幕上下两边亮度有些暗，电池容量支持时间不足。就其价值总体不错。
147	电脑收到了，快递很包装完好无损，外形精致，和描述一样，用着也不卡，满意！
148	电脑孩子超级喜欢，超薄、启动速度很快！非常好的国货
149	笔记本电脑很漂亮。很薄，而且是正常的内存，速度快，适合办公，手感不错。以前没用过的笔记本电脑，这是第一次用，这个价格价格买到这配置，挺满意了。、
150	其他特色：好看 外观材质：不错
151	速度快，外观美，非常实用
152	电脑收到就开箱了，很轻薄。手感不错。开机运行速度很快。激活中有不明白的，客服都及时给予帮助，很感动，不错。希望后续使用过程中也顺心顺意。好评。
153	电脑不错，很流畅，玩游戏办公丝豪没压力，斟酌很久最终下单这款，屏幕清晰，体检感超👍
154	现在用还可以，就是不知道用久了会怎样，等几天后再来追评了
155	店家快递物流都很有效率，本子很好看呦，性价比超级高。简约大气，买来办公用绰绰有余，很棒点赞，说真的，买这台电脑经济实惠，比我想象中要好给办公室小伙伴用都说不错，很方便外出携带，外观也很时尚，键盘比较适合我打字，总的来说这家宝贝相对而言还是比较好的，外观设计也很好，特别满意
156	看看视频，上上网，这个配置绝对够用。收到电脑后基本上每晚都玩几个小时，没有出现卡顿的现象，触控板也很丝滑，还有客服人员很耐心教导很赞。
157	此用户没有填写评论!
158	笔记本外观设计漂亮，指纹开机很方便，打字流畅，画面清晰，很喜欢很喜欢
159	很满意哦良心价买的第一款电脑、用来学习哈哈哈哈哈
160	质量好，服务态度好。值得购买！
161	买来办公用的，外观性能等都很不错，简约银色低调奢华，机身超薄，便于携带，对于外出旅游，办公等是一个很好的选择。客服的态度也很好，本次的购物体验很不错。
162	不错不错 运行正常 款式设计好看 价格公道 总体来说都很满意
163	电脑用着不错，性价比很高
164	果然，我再三要求客服给我发了&ldquo;全尺寸键盘&rdquo;的款式。最喜欢这种款。它是黑色的，外观看起来还不错。
165	自己的第一台笔记本电脑，不打游戏工作学习用，很轻薄，按键舒服，说是11代处理器，咱也不懂，反正用起来还不错，包装好看
166	质量很好，外观漂亮，性价比高。
167	电脑很漂亮，配置不错，买来办公用，感觉不错值得购买，客服有问必答不错
168	我觉得可能真是一分钱一分货，用来玩游戏还是有点卡顿和延迟，打游戏还是不推荐。
169	电脑非常好用，性价比很高，操作起来也很流畅，可能一点也不卡，目前主要就是用来办公，还是很满意的。希望后面保持这种状态吧。 电脑性能：挺好用的，11代还是比较强劲
170	"外形的话也很美观,超轻超薄!适合办公族使用，电池也很耐久!质感手感都很棒，电脑很轻薄，充电器很小,外出携带很方便。性价比高，画质流畅。外观也大方，推荐大家购买"
171	收到就快快打看了一下，性价比很高，值得推荐，高端大气上档次，散热性能：很棒。外观也大气，带出门也有面。笔记本配置没一点水份，和客服介绍的一样，客服也非常有耐心解答问题。包装也很到位，会必须五星好评，感觉很好，值得推荐购买
172	电脑很快收到，外观好看，使用方便运行速度快，打游戏一点不卡，价格实惠
173	已收到电脑，使用起来很好，&ldquo;芈月&rdquo;客服服务很好
174	质量很好，物流很快，客服态度很好
175	物流很快第二天就到了，电脑是正品外观时尚漂亮，效果很好 打游戏也很不错 售后认真负责 很有耐心讲解 ，谢谢啦！
176	电脑的外观和质地都是特别漂亮靓丽的，电脑开机速度很快，画质很高，屏幕超级清晰，看视频也是非常流畅，没有遇到卡顿的情况。
177	挺不错的，比较厚实挺不错的，我很喜欢，没有色差
178	物流很给力，商品与卖家说的一样，一次很开心的购物，下次有兄弟朋友需要购买一定推荐
179	此用户没有填写评论!
180	办公看电影还是可以的。
181	可以，挺不错的，外观也好看
182	连网都不显示的电脑能有用吗！上了当了
183	发货好快，电脑外形时尚漂亮，使用流畅，价格也不错，挺好的
184	外观颜色还不错，速度还不错，小孩挺喜欢的
185	这款电脑好喜欢，颜色好看很清晰，跟图片一样，方便，轻巧，价格比实体店便宜。
186	外观材质：质量很不错，外观好看 显卡效果：很流畅 电脑性能：挺好操作的，很满意
187	外观很漂亮，用起来也不错，物美价廉。
188	看样子还是挺好的，还不错的样子
189	宝贝收到了，包装完好，机身不重比较薄，配置很赞，打起游戏很爽，散热效果也不错，满意
190	此用户没有填写评论!
191	真开心笔记本这么快就到了，试用了一下上网速度超快的，一点不卡顿反应很灵敏，价格实惠
192	此用户没有填写评论!
193	电脑收到了，出乎意料好看，性能内存都没有问题，内存运行都没有问题，开机速度快，
194	电脑性能强，内存大，外观精致，送人自用都是不错的。
195	非常值得的一次购物。开机速度快，客服，售后服务非常认真指导安装。
196	无论外观、配置、价钱，品牌&hellip;&hellip;都非常符合我的要求，我只是做做表，看看视频，上上网，这个配置绝对够用。收到电脑后基本上每晚都玩几个小时，没有出现卡顿的现象。
197	此用户没有填写评论!
198	比想象中的要好，款式好看，颜值高，打游戏流畅不卡顿，感觉物有所值了，很满意的一次购物
199	收到快递了 非常激动。第一次买快递很快，电脑非常好
	评论
0	质量很好用这不错好
1	卖家发货很给力，电脑包装可以，挺好用的，内存够大，一点都不卡，价格还行，值得推荐
2	外观设计很好看，是超薄的，反应灵敏，而且很高清，非常好用
3	电脑办公用非常合适，想打点游戏买个大内存的，一点也不卡，非常好的电脑，满足我个人的需求了！推荐！
4	很好，很强大
5	真的还蛮好用的，就大学生吧，偶尔玩玩游戏的，可以买这一款，平时刷刷课，做做ppt，文档之类的都可以，性价比蛮高
6	笔记本电脑收到了，试了下反应灵敏度可以，外观也好看，价钱合理
7	第一台笔记本电脑，附赠鼠标和鼠标垫，物流很快，感觉还行~
8	电脑收到了，就用了，散热很快，款式时尚大方上档次，价格比实体店便宜很多，非常满意
9	物流快，固态硬盘还行，显卡极差N年前的，如果有玩游戏的朋友就别考虑了
10	很不错，用起来也不卡，客服也给力，值得推荐！！
11	开机速度快，上网时不卡很流畅，清晰度和音响效果都很好，性价比很高，喜欢。
12	东西挺不错的。看个视频什么的还是可以的，玩的小游戏也不卡。
13	电脑开机速度快，电池续航可以，外观不错，运行稳 定，性价比可以，办公、娱乐、刷剧是不错的！
14	电脑还是很不错的，运行速度还行，散热也还可以的。色彩显示还可以，15.6英寸很大，，买回来用感觉还不错，做表格什么的都很方便。买的时候选的是银色，感觉挺好看的。
15	电脑收到了，没有让我失望?就是冲着这个颜值买的，很漂亮！另外，开机速度很快，8秒，试用了一下，用着很流畅。作为电子产品小白，收到货后，很多问题客服都耐心解答了，很棒。
16	昨天下单，今天到货这速度杠杠的。不错不错值得购买。
17	电脑很满意，开机很快，运行相当流畅不卡，外观和做工都很大气，店家发货真快第二天就收到，客服态度很好回复.很快
18	电脑收到了还挺好用的
19	电脑可以。推荐。
20	很好用，客服也很给力，已经开启在家办公模式了😃
21	电脑质量非常好，运行速度非常快，高清摄像头很满意
22	外型特时尚，超薄，不卡，内存大
23	包装严实，电器收到安装简单，运行快速价格实惠，值得购买
24	内存很大，物流也很快爱了，超薄方便携带性价比高比实体店便宜多了值得购买！
25	非常好的购物体验，包装什么都很好。红色很好看，父母喜欢。运行速度都很快，性价比无敌哈哈
26	非常的高清，质量也非常的好，有人说卡，我觉得非常的流畅实用的。
27	笔记本很薄 本来觉得银色不好看 见到实物以后拉丝银 非常漂亮 电脑反应速度也挺快的 使用了一下没发现什么不好的问题 支持国产 也相信戴睿会做的越来越好 在这里也表扬一下客服 安其拉 很不多的客服 不懂的问题也能很及时回复我 很有耐心 给力
28	电脑的开机速度快，电脑屏幕十分清晰。整体来说就是简洁大方，超薄轻薄，散热可以，风扇的声音基本没有，卖家的售后服务一流！有问必答，值得信赖。总体很满意。
29	很好用，一点也不卡
30	快递很快 售后也很到位 价格也不错哈哈哈哈哈哈 推荐
31	真的是好看又好用，超出我的想象了，个价格超实惠，电脑很好用很流畅，速度运行快，买家你们看中的就不要犹豫啦，快快下手为强啊 其他特色：非常好 外观材质：很好 显卡效果：好 电脑性能：超级好
32	此用户没有填写评论!
33	试用了两天，安装一般的办公软件，启动快，运行稳定，颜色是比较喜欢的红色。美中不足的是做工粗糙，怪自己买前没问清楚，不是4K屏，屏上一细小亮点，启动时特别明显。有一个驱动异常，好在不用，暂时不管了，所以犹豫了很久才收货。说实在话，尽管价格便宜，我不建议买这款，可能其他款要好些。
34	活动买到的笔记本，性价比超高，外观材质很时尚，性能也不错
35	笔记本银色很正，外观精美，性能非常强👍好评
36	笔记本比想象中还好，运行速度没得说，很流畅，屏幕清晰度很高，看着眼睛舒服，好评
37	目前还行
38	显卡效果：分辨率高。音质好。 电脑性能：性价比高，反应灵敏。不卡顿颜色好看。
39	刚收到，看着挺好的。开机很快，性价比高。
40	快递挺快的，包装完好，宝贝摸着质感不错，画质清晰，屏幕正好适合办公的
41	好时尚的电脑呀，运行快，性比好，功能齐全，打游戏棒棒哒，物美价廉
42	笔记本电脑外观很漂亮，用起来也很流畅，运行速度很快！
43	电脑性能：整体性价比还可以 外观材质：亮丽 轻薄 实用 不错
44	收到货后，打开一看，我喜欢的颜色，马上试用了一下，不卡，速度快真心的好。
45	开机很快，运行速度挺快的，内存也够大，款式也很大方，爱了爱了
46	质量不错，外观设计合理大方，价格实惠划算，性价比很高，值得购买
47	很好用，推荐大家购买
48	不错的笔记本电脑，性价比非常高，开机完全起飞了。办公游戏都非常的完美，商家也很ok，喜欢的小伙伴们赶紧了。第一次买这个品牌，很不错，感觉这次网购很值。以后如果有需要，会再次购买。
49	银色的外观很时尚，开机流畅，运行速度很快
50	此用户没有填写评论!
51	电脑款式不错，待机时间长，不卡顿，特别是内存大满足需求了！
52	非常好，特别棒！超级喜欢
53	质量很好，很高档，屏幕色彩刚好饱和清澈
54	质量非常不错，品质有保障，相当不错的选择，内存也很大，性价比高有需要的放心入手。
55	质量很好，颜色大气，音质也不错，对的起这个价格，运行速度快
56	笔记本用着很流畅  价格合适  很满意
57	款式美观大方，价格优惠，使用方便。屏幕请晰，画面自然，观看不刺眼，反应灵敏度好，值得购买！！
58	电脑很漂亮，颜色很好看，重量大小都比较合适，关键是价格合适，物美价廉，还是不错的一次购物体验。
59	货已收到，物美廉价，快递发货也快，开机速度挺快
60	从没想过这么实惠的价格能买到这么好的宝贝，下次还来你家
61	戴睿笔记本质量挺好的，价格也实惠，挺满意的
62	其他特色：快递发的顺丰两天就到货了，这个价位买到感觉性价比还是很高的。目前用起来都还是蛮好的。除了我自己家的网络有一丢丢慢。等用一段时间以后还会再追评的。
63	此用户没有填写评论!
64	产品可以，值得入手
65	外观材质：挺好用的，实用耐脏 电脑性能：用了几天没什么问题，速度也可以
66	电脑收到很惊喜，物流快得很，有些不懂的问题咨询客服也很有耐心的解答。赞👍
67	电脑外观漂亮 运行速度快 非常好用
68	笔记本外观颜色很正没色差，用起来也很顺手，反应灵敏上网速度也很快
69	电脑开机运行的快，屏幕清晰色彩自然，配置高网速够快
70	笔记本电脑，用着很不错，很流畅，内存也很大
71	包装细致，质量做工好，运行流畅稳定，好评
72	大屏幕超清，很清晰，反应也灵敏，性价比很高，给孩子学习用的，很满意。
73	其实挺好的，只是有点点小的问题，看看以后吧。
74	物流快，包装非常好，孩子上网课试用几天了，运行各方面速度都满意
75	质量好，反应快，我用够了。想下载东西多的，还是选运行内存12G的好些。
76	流畅不卡顿性能好，很薄，质量很好，价格实惠
77	此用户没有填写评论!
78	质量非常一般！声音有些沙哑不清脆！电池不耐用！
79	挺薄的，携带方便，大型游戏也可以带动，先玩段时间看看
80	此用户没有填写评论!
81	收到简单太喜欢了，很酷，用起来也很流畅，这个颜色简直太爱了
82	用着很流畅 不卡顿吃，不发烫，外观也是我爱的款，很喜欢
83	外观材质：首先把要说这次购买一波三折，最终被客服小姐姐打动了，真的很耐心解答我所有问题，同款价位这个性价比真的不错，电脑跑分也很高。喜欢的亲们可以入手
84	电脑用了几天了，质量没有任何问题，没有卡顿的现象，屏幕清晰，外观也很漂亮，挺不错的
85	很好，能打Steam上的RPG游戏
86	宝贝已收到，是我想要的，我买了主要是办公需要，所以对价格配置要求并不高，但在选择及购买之前我就考虑还是希望能带动一些大型游戏，满足自身偶尔的更高需求，所以买来之后我下载了我很久没有玩的LOL，玩了三把效果很好，我双十二购买的，店家优惠活动更实在，产品说明和同行对比，感觉更加清楚明白，认真对比了此款笔记本和同档次其他品牌产品，还明显感觉到这家产品更受我们这些消费者好评青睐（评价数量差不多情况下，这家产品追评，晒图，上传视频数量整体明显更具数量优势，店家拥有及保持粉丝数量高标)，我双十二用了一天时间认真挑选购买的这款笔记本性价比是真的高标，强烈推荐和我需求相似朋友果断入手。
87	特别好用，毕竟方便！速度也快
88	笔记本电脑很不错，用的挺好的，质量靠谱，价格实惠
89	电脑使用挺好，能够满足日常的办公做表格，速度也很快，就是续航可能不长，充满后大约可以使用两三个小时，总体来说这个价位可以了，客服芈月很棒回复很及时
90	电脑收到了，太好了，游戏一点不卡，很流畅。
91	包装非常牢固，物流也特别快，东西拿到很满意，跟描述的一致。总体来讲满意
92	整体性价比很高，对于学生党或者日常办公配置和容量足够了，下载各程序也很便捷，用着也顺畅，主要是办公用，很给力～
93	可以，相当满意
94	电脑带电量就半个小时，电脑不能离开插座，带电时间特别短，后悔买这台电脑，还是不能贪便宜
95	用了半个多月，发现开机慢，电池待机时间太短，显示可以用10个小时，结果不到2个小时就没电了。
96	刚收到机子，卖家客服耐心解答问题，先给个好评。等用了试过后再追评。
97	买回来用了一下，挺好用的，颜色也好看，价格也实惠。
98	笔记本电脑到了，太惊喜了用起来很顺手上网速度很快反应灵敏满意
99	笔记本还不错，运行速度挺快的，显卡也还可以
100	用起来不错，速度很快很好用
101	孩子很喜欢，买来上网课用的，外观设计很精细，很好看
102	物流很快，本本收到了，感觉还不错，遇到不懂的，客服都能很耐心的解答，希望本本能用久一点
103	此用户没有填写评论!
104	电脑效果不错，很好用，反应快，价格实惠
105	物流很快两天到货，这款性价比很高平时玩玩游戏，办公都非常流畅，挺不错的
106	还不错吧，就是下载东西有点卡
107	笔记本电脑收到就下载了一些办公软件，文件也全转进去了，感觉还可以，我不玩游戏就办公用，感觉很不错了，完全够用
108	用起来很流畅，办公和玩游戏完全不会卡，屏幕清晰，很满意
109	电脑运行速度快，打游戏不卡，音质画面都不错
110	电脑性能：电脑性能非常好，外观也时尚，用来办公可以的，win10运行流畅。
111	宝贝收到，不错不错。😊😊😊
112	笔记本分辨率高，色彩很真实，运行速度杆杆的
113	此用户没有填写评论!
114	外观材质：外观挺好 512G内存（三个158盘），16G运行， 显卡效果：集成显卡
115	卖家发货很快收到正好过年给小孩在家里使用的，笔记本电脑各方面挺好的，满意
116	蛮好用的，没听过这个牌子，买来平时日常办公用，运营非常稳定，关键是价格很实惠，希望能持久下去！
117	整体性还是不错的，用来办公，不怎么玩游戏，性价比还可以，声音也不算大，挺好
118	首先快递真的非常快，包装也特别的好，拿到手就很舒服，再来这个质量就更好了 一点也不卡，性价比超高。值得入手.
119	此用户没有填写评论!
120	已收货，配置硬，颜值高，外加商家补贴政策，超赞！！！
121	此用户没有填写评论!
122	此用户没有填写评论!
123	发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评~
124	物流快，价格实惠，非常好
125	笔记本整体外观，时尚潮流。轻薄小巧，方便携带。整体的配置相当的不错。显示屏非常的清晰整洁。玩游戏，英雄联盟等打球游戏都带得动，虽然我不是玩很多游戏，但是对于办公来说是够用的，总体来说非常好。
126	还不错，性价比很高，反应也够快对得起这个价格的，物美价廉，芈月客服服务态度也很好耐心解答
127	挺好的，用了半个月没毛病，很好使，不错
128	物流很快，东西很好，价美物廉，超出期望值，多谢掌柜的！
129	在这买的电脑外观不错和戴尔银色电脑没差别，运行速度流畅，启动速度快，好评。
130	真的很好用，性价比高，可以买，反应也快
131	性价比很高，给孩子用来学习很好，价格很实惠，好物必须推荐给朋友！
132	外观漂亮，手感很好，很不错的一款笔记本电脑
133	电脑收到了，确实便宜，但是机身噪音太大，没办法也就这个价格。
134	不错。很好使用，不卡顿，画面感也超清，喜欢的可以下手
135	此用户没有填写评论!
136	笔记本很轻薄 性能也很不错 这个价位的性价比超级高  快递也很快
137	质量没问题，开机运行挺快，买来记录课件，轻薄便携，很适合我。
138	此用户没有填写评论!
139	速度快。客服好。产品OK
140	"屏    外形外观：全面屏很轻薄,外观很惊艳,非常优雅大方,非常喜欢。电脑性能：使用流畅,软件运行特别快速,买来是办公用的,这款电脑完全够用,一点都不卡,使用体验很好。总体来说,性价比很不错,值得购买。客服态度很好很负责,每个问颗都有认真回答。"
141	屏幕清晰，内存大，运行快，值得拥有
142	收到电脑用了两天才评论，电脑非常好用，物流很快，性价比很高，操作起来也很流畅，没有卡机，目前主要就是用来办公，还是很满意的。
143	真不错，这样子看的很清楚的，速度也够快，不像以前的电脑，至于性能还没开始用至少目前还不知道
144	外观材质：颜值高，挺喜欢这个颜色的 电脑性能：速度快，挺好的
145	开箱验货第一眼就喜欢上了这个颜色，机子足够轻薄，运行速度很快，待机也是蛮久的满电可持续使用三个多小时，散热风扇声不明显，虽然效果是不错的，完美
146	东西很不错，很漂亮很好用，性价比很高，第一次网购，买到了很满意的东西，挺好的电脑，下次还买
147	电脑反应很灵敏 轻薄非常有质感 颜色好看 很满意
148	第一次使用戴睿的电脑，刚上手，觉得挺好的，物流快，客服有礼貌。价格实惠不容错过。兄弟们赶快上手。
149	很好用啊
150	正品，挺好用的，大哥无聊时用了大游戏一点也不卡。
151	外观设计精致，配置好，运航速度快，好用。
152	包装仔细，没有磕碰哦，电脑己装好，满意
153	暂时用起来还好，就是时间久了会发烫
154	此用户没有填写评论!
155	用起来很流畅，做app或者玩游戏完全不卡顿，很满意
156	非常不错，很好用，不卡，颜色好看
157	真的超级赞👍 颜色特别好看，没有色差，质量也很好，有保证，不错，值得推荐。
158	电脑款式好看，玩游戏也不卡顿，键盘非常灵敏，非常喜欢
159	电脑性能：电脑性能还是可以的。开机速度啊什么的都挺好。现在还没有安装CAD之类的大型软件。运行的运行现在还比较流畅。
160	此用户没有填写评论!
161	笔记本电脑是朋友推荐的，用了真的一点不卡，很好的
162	收到货很快，开机速度也还可以，暂时用的功能不多，选这个笔记本，就是看中它的性价比高。希望功能满足我的日常使用。
163	价格实惠，配置很高，运行速度很快！
164	电脑到了，挺不错的， 电脑性能：性能挺好的，不卡顿，手感也可以
165	电脑很好的，开机很快，整体运营速度很快，屏幕很清晰，办公很方便
166	电脑比我想象中的好，没有我想象中的这么薄，送了鼠标和鼠标垫，客服也很耐心，每一步都耐心的教我激活电脑，快递到货也很快，比预算的提前了一条
167	外观好看是自己喜欢的，运行速度快，真正的好电脑
168	电脑外观简洁大方，性价比高，支持国货，客服也很赞👍🏻
169	质量很好，外观好看，内存很大，玩游戏很顺畅
170	开机速度快，显示屏显示色彩饱满，总体来讲很不错的一款笔记本，机子相对比同类大小的笔记本，颜值爆表高大上，运行速度很不错款式外观很喜欢，满意！
171	电脑性能：性能不错，不卡，运行流畅，内存大，颜色好看！
172	电脑不错，做电商用足够。我就打单用，颜色也骚气，也轻，速度也可以，用起不卡
173	发货快，高清，使用流畅，一点也不卡顿
174	速度很快，是正品，携带方便，价格实惠
175	是正品质量不错，速度流畅
176	质量不错 运行速度快，颜色也漂亮，不错。
177	质量杠杠的，价格也是十分的亲民，绝对是值得推荐的一款产品
178	很满意。运行速度很快。外观漂亮。推荐
179	此用户没有填写评论!
180	声音清晰，非常流畅，质量很好，用着不错。
181	宝贝刚拿到手，感觉挺不错的，物流很快，到货保护也很好，客服态度很好，至于性能方面暂时不做评价，等用过之后，再来追加，😃😃😃
182	电脑用了几天才来评价，好用，画面清晰。不卡顿
183	这个电脑设计的不错，质量方面很好！
184	收到了很是惊喜  电脑手感很好  反应灵敏  喜欢
185	运行速度很快，内存也够用 ，屏幕清晰，非常满意
186	价格很实惠！红色很漂亮！有了它出去办公方便很多！先用一段时间，后面再给大家追平哦！
187	笔记本外观好看，最主要的是运行的很快，很实用，赞\\(≧▽≦)/
188	笔记本电脑挺好用，操作很灵敏，很流畅，挺不错的
189	物流很快，商家给安装了办公软件，用起来方便快捷，目前没有发现电脑卡顿现象，内存够大。
190	已经到手了，质量不错，运行速度流畅，画面清晰。
191	电脑很满意了，速度很快很流畅，颜色很正，是我喜欢的，值得推荐
192	质量很好，运行速度快，画面清晰流畅，内存大。
193	对比了很多家，挺不错的，没失望，笔记本电脑携带也方便，很满意
194	上网速度很快，反应灵敏不卡顿，平时工作用着很好
195	笔记本很好使，运行速度超快，用起来太爽了。
196	此用户没有填写评论!
197	包装严实仔细，内存空间大，网速快不卡顿
198	外观很不错，看着很舒服，反应非常快
199	非常的高清，质量也非常的好，反应灵敏，非常的流畅。
	评论
0	电脑收到很惊喜，物流快得很，有些不懂的问题咨询客服也很有耐心的解答。赞👍
1	电脑外观漂亮 运行速度快 非常好用
2	笔记本外观颜色很正没色差，用起来也很顺手，反应灵敏上网速度也很快
3	笔记本电脑，用着很不错，很流畅，内存也很大
4	外观很时尚，使用非常流畅，显示清晰，不用担心售后问题，完全超出预期
5	包装细致，质量做工好，运行流畅稳定，好评
6	其实挺好的，只是有点点小的问题，看看以后吧。
7	物流快，包装非常好，孩子上网课试用几天了，运行各方面速度都满意
8	质量好，反应快，我用够了。想下载东西多的，还是选运行内存12G的好些。
9	挺薄的，携带方便，大型游戏也可以带动，先玩段时间看看
10	此用户没有填写评论!
11	收到简单太喜欢了，很酷，用起来也很流畅，这个颜色简直太爱了
12	用着很流畅 不卡顿吃，不发烫，外观也是我爱的款，很喜欢
13	外观材质：首先把要说这次购买一波三折，最终被客服小姐姐打动了，真的很耐心解答我所有问题，同款价位这个性价比真的不错，电脑跑分也很高。喜欢的亲们可以入手
14	电脑用了几天了，质量没有任何问题，没有卡顿的现象，屏幕清晰，外观也很漂亮，挺不错的
15	很好，能打Steam上的RPG游戏
16	宝贝已收到，是我想要的，我买了主要是办公需要，所以对价格配置要求并不高，但在选择及购买之前我就考虑还是希望能带动一些大型游戏，满足自身偶尔的更高需求，所以买来之后我下载了我很久没有玩的LOL，玩了三把效果很好，我双十二购买的，店家优惠活动更实在，产品说明和同行对比，感觉更加清楚明白，认真对比了此款笔记本和同档次其他品牌产品，还明显感觉到这家产品更受我们这些消费者好评青睐（评价数量差不多情况下，这家产品追评，晒图，上传视频数量整体明显更具数量优势，店家拥有及保持粉丝数量高标)，我双十二用了一天时间认真挑选购买的这款笔记本性价比是真的高标，强烈推荐和我需求相似朋友果断入手。
17	笔记本电脑很不错，用的挺好的，质量靠谱，价格实惠
18	电脑使用挺好，能够满足日常的办公做表格，速度也很快，就是续航可能不长，充满后大约可以使用两三个小时，总体来说这个价位可以了，客服芈月很棒回复很及时
19	电脑收到了，太好了，游戏一点不卡，很流畅。
20	包装非常牢固，物流也特别快，东西拿到很满意，跟描述的一致。总体来讲满意
21	整体性价比很高，对于学生党或者日常办公配置和容量足够了，下载各程序也很便捷，用着也顺畅，主要是办公用，很给力～
22	春节发货，速度很快，🖥超喜欢！！
23	笔记本的外观很漂亮，拿到手里很有分量，做工很精细，有需要的话还会再来的。
24	笔记本质量不错，外观也好看，运行速度很快，满意
25	电脑带电量就半个小时，电脑不能离开插座，带电时间特别短，后悔买这台电脑，还是不能贪便宜
26	用了半个多月，发现开机慢，电池待机时间太短，显示可以用10个小时，结果不到2个小时就没电了。
27	高端大气上档次，物流特别快老板人也很好，赞赞赞
28	"非常不错的一次购物，性价比超高，开机30秒内，玩什么都比较顺畅。 其他特色：性价比超高 外观材质：材质默写非常有手感 显卡效果：显示支持4K 电脑性能：开了几十个网页CPU占用不足10%,看4K电影为比较顺畅，玩游戏也不卡"
29	此用户没有填写评论!
30	买回来用了一下，挺好用的，颜色也好看，价格也实惠。
31	笔记本电脑到了，太惊喜了用起来很顺手上网速度很快反应灵敏满意
32	孩子很喜欢，买来上网课用的，外观设计很精细，很好看
33	物流很快，本本收到了，感觉还不错，遇到不懂的，客服都能很耐心的解答，希望本本能用久一点
34	此用户没有填写评论!
35	排行榜第一，应该不错，刚到电脑被朋友看上买去了
36	电脑到了，白色的，颜值感觉还是很不错的，至于内置如何，还没有试验，应该感觉还可以吧，毕竟老牌子电脑
37	物流很快两天到货，这款性价比很高平时玩玩游戏，办公都非常流畅，挺不错的
38	还不错吧，就是下载东西有点卡
39	笔记本电脑收到就下载了一些办公软件，文件也全转进去了，感觉还可以，我不玩游戏就办公用，感觉很不错了，完全够用
40	买给孩子网课用的，使用起来很流畅，卖家发货很快，收到没破损，满意
41	用起来很流畅，办公和玩游戏完全不会卡，屏幕清晰，很满意
42	电脑质量不错，价格比实体店优惠多了，外观好看，很顺畅
43	电脑性能：电脑性能非常好，外观也时尚，用来办公可以的，win10运行流畅。
44	还行耗电有点快。
45	卖家发货很快收到正好过年给小孩在家里使用的，笔记本电脑各方面挺好的，满意
46	蛮好用的，没听过这个牌子，买来平时日常办公用，运营非常稳定，关键是价格很实惠，希望能持久下去！
47	此用户没有填写评论!
48	首先快递真的非常快，包装也特别的好，拿到手就很舒服，再来这个质量就更好了 一点也不卡，性价比超高。值得入手.
49	此用户没有填写评论!
50	此用户没有填写评论!
51	发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评~
52	物流快，价格实惠，非常好
53	笔记本整体外观，时尚潮流。轻薄小巧，方便携带。整体的配置相当的不错。显示屏非常的清晰整洁。玩游戏，英雄联盟等打球游戏都带得动，虽然我不是玩很多游戏，但是对于办公来说是够用的，总体来说非常好。
54	还不错，性价比很高，反应也够快对得起这个价格的，物美价廉，芈月客服服务态度也很好耐心解答
55	挺好的，用了半个月没毛病，很好使，不错
56	真的很好用，性价比高，可以买，反应也快
57	外观漂亮，手感很好，很不错的一款笔记本电脑
58	电脑收到了，确实便宜，但是机身噪音太大，没办法也就这个价格。
59	不错。很好使用，不卡顿，画面感也超清，喜欢的可以下手
60	此用户没有填写评论!
61	性能挺好！！！！！！！！
62	物流非常快，收到电脑就开始试用了，操作体验很好，包括外观颜值也很好，真的是性价比很高。
63	笔记本很轻薄 性能也很不错 这个价位的性价比超级高  快递也很快
